Entry	Gene names	Organism	Gene ontology IDs
A0A0E3S3T2	MSLAZ_0501	Methanosarcina lacustris Z-7289	GO:0003904; GO:0006281
A0A0E3S177	MSLAZ_0500	Methanosarcina lacustris Z-7289	GO:0016021
A0A0E3WQK2	MSLAZ_0499	Methanosarcina lacustris Z-7289	GO:0004601; GO:0005623; GO:0045454; GO:0051920
A0A0E3SQA8	MCMEM_0150	Methanococcoides methylutens MM1	GO:0016021; GO:0016765
A0A0E3RZQ3	MSLAZ_0508	Methanosarcina lacustris Z-7289	
A0A0E3SQE3	MCMEM_0149	Methanococcoides methylutens MM1	
A0A0E3SNT5	MCMEM_0148	Methanococcoides methylutens MM1	GO:0015238; GO:0015297; GO:0016021
A0A0E3WYE5	MCMEM_0147	Methanococcoides methylutens MM1	
E7QPR3	SAMN05444342_3285 ZOD2009_03857	Haladaptatus paucihalophilus DX253	GO:0016021
E7QPR4	SAMN05444342_3286 ZOD2009_03862	Haladaptatus paucihalophilus DX253	
E7QPM1	SAMN05444342_3273 ZOD2009_03797	Haladaptatus paucihalophilus DX253	GO:0016787
E7QPQ4	SAMN05444342_3276 ZOD2009_03812	Haladaptatus paucihalophilus DX253	GO:0005886; GO:0008565; GO:0009306; GO:0016021
E7QPQ3	SAMN05444342_3275 ZOD2009_03807	Haladaptatus paucihalophilus DX253	
D8J7X7	HacjB3_03495 C497_15807	Halalkalicoccus jeotgali (strain DSM 18796 / CECT 7217 / JCM 14584 / KCTC 4019 / B3)	GO:0016491; GO:0046872
D8J7X6	HacjB3_03490 C497_15812	Halalkalicoccus jeotgali (strain DSM 18796 / CECT 7217 / JCM 14584 / KCTC 4019 / B3)	
D8J7X5	HacjB3_03485	Halalkalicoccus jeotgali (strain DSM 18796 / CECT 7217 / JCM 14584 / KCTC 4019 / B3)	
E7QPL8	SAMN05444342_3270 ZOD2009_03782	Haladaptatus paucihalophilus DX253	
D8J7T3	HacjB3_13610 C497_08819	Halalkalicoccus jeotgali (strain DSM 18796 / CECT 7217 / JCM 14584 / KCTC 4019 / B3)	GO:0008641
E7QPL7	SAMN05444342_3269 ZOD2009_03777	Haladaptatus paucihalophilus DX253	GO:0005524; GO:0015833; GO:0016887
D8J7T4	HacjB3_13615 C497_08824	Halalkalicoccus jeotgali (strain DSM 18796 / CECT 7217 / JCM 14584 / KCTC 4019 / B3)	
E7QPM0	SAMN05444342_3272 ZOD2009_03792	Haladaptatus paucihalophilus DX253	
E7QPL9	SAMN05444342_3271 ZOD2009_03787	Haladaptatus paucihalophilus DX253	
A0A1D2QDV5	BG842_01920	Haladaptatus sp. W1	GO:0016021
D8J7T1	HacjB3_13600 C497_08809	Halalkalicoccus jeotgali (strain DSM 18796 / CECT 7217 / JCM 14584 / KCTC 4019 / B3)	
D8J7T2	HacjB3_13605 C497_08814	Halalkalicoccus jeotgali (strain DSM 18796 / CECT 7217 / JCM 14584 / KCTC 4019 / B3)	GO:0003735; GO:0005840; GO:0006412
E7QTH7	ZOD2009_10525	Haladaptatus paucihalophilus DX253	
A0A0E3WRR6	MSLAZ_1659	Methanosarcina lacustris Z-7289	GO:0003676; GO:0004519
A0A0E3S3X0	MSLAZ_1660	Methanosarcina lacustris Z-7289	GO:0006797; GO:0043751
A0A0E3S6K7	MSLAZ_1661	Methanosarcina lacustris Z-7289	GO:0000160; GO:0005622
A0A0E3S7D4	MSLAZ_1662	Methanosarcina lacustris Z-7289	GO:0000160; GO:0005622
A0A0F8DDB5	EO96_18690	Methanosarcina sp. 2.H.T.1A.8	GO:0000155; GO:0005622; GO:0016021
A0A0E3WTM8	MSLAZ_1664	Methanosarcina lacustris Z-7289	
A0A0E3NQH5	MSWH1_1618	Methanosarcina sp. WH1	GO:0000155; GO:0005622; GO:0016021
A0A0E3S6L0	MSLAZ_1666	Methanosarcina lacustris Z-7289	GO:0015171; GO:0016021
A0A0E3S7D8	MSLAZ_1667	Methanosarcina lacustris Z-7289	GO:0008168; GO:0015948
A0A0E3S2C0	MSLAZ_1668	Methanosarcina lacustris Z-7289	GO:0008168; GO:0015948; GO:0031419; GO:0050897
A0A031FUT0	BW35_02211	Micrococcus luteus (Micrococcus lysodeikticus)	GO:0016491
A0A031FUI0	BW35_02212	Micrococcus luteus (Micrococcus lysodeikticus)	GO:0004113; GO:0008664
A0A031FSW6	BW35_02209	Micrococcus luteus (Micrococcus lysodeikticus)	GO:0005524; GO:0016887
A0A031FWF0	BW35_02210	Micrococcus luteus (Micrococcus lysodeikticus)	GO:0006284; GO:0008725
A0A031FUH4	BW35_02207	Micrococcus luteus (Micrococcus lysodeikticus)	GO:0016021
A0A031FTM2	BW35_02208	Micrococcus luteus (Micrococcus lysodeikticus)	GO:0016021
A0A031FWE6	BW35_02205	Micrococcus luteus (Micrococcus lysodeikticus)	GO:0016021
A0A031HW34	thiC BW40_01785	Micrococcus luteus (Micrococcus lysodeikticus)	GO:0008270; GO:0009228; GO:0009229; GO:0016829; GO:0051539
A0A031FTM5	putP BW35_02213	Micrococcus luteus (Micrococcus lysodeikticus)	GO:0005298; GO:0005886; GO:0016021; GO:0031402
A0A031HW38	hrpA BW40_01790	Micrococcus luteus (Micrococcus lysodeikticus)	GO:0003676; GO:0004004; GO:0005524
Q12Z53	Mbur_0268	Methanococcoides burtonii (strain DSM 6242 / NBRC 107633 / OCM 468 / ACE-M)	GO:0016021
Q12Z54	Mbur_0266	Methanococcoides burtonii (strain DSM 6242 / NBRC 107633 / OCM 468 / ACE-M)	GO:0016740
Q12Z55	Mbur_0264	Methanococcoides burtonii (strain DSM 6242 / NBRC 107633 / OCM 468 / ACE-M)	GO:0055114
Q12Z56	Mbur_0263	Methanococcoides burtonii (strain DSM 6242 / NBRC 107633 / OCM 468 / ACE-M)	
Q12Z49	Mbur_0272	Methanococcoides burtonii (strain DSM 6242 / NBRC 107633 / OCM 468 / ACE-M)	GO:0005886; GO:0016021
Q12Z50	Mbur_0271	Methanococcoides burtonii (strain DSM 6242 / NBRC 107633 / OCM 468 / ACE-M)	GO:0003677; GO:0004803; GO:0006313
Q12Z51	Mbur_0270	Methanococcoides burtonii (strain DSM 6242 / NBRC 107633 / OCM 468 / ACE-M)	
Q12Z52	Mbur_0269	Methanococcoides burtonii (strain DSM 6242 / NBRC 107633 / OCM 468 / ACE-M)	GO:0016021
Q12Z47	Mbur_0274	Methanococcoides burtonii (strain DSM 6242 / NBRC 107633 / OCM 468 / ACE-M)	GO:0046872; GO:0050066; GO:0051539
Q12Z48	Mbur_0273	Methanococcoides burtonii (strain DSM 6242 / NBRC 107633 / OCM 468 / ACE-M)	GO:0008080
A0A0E3ST94	MCMEM_1945	Methanococcoides methylutens MM1	GO:0005615; GO:0008233
A0A0E3X117	MCMEM_1946	Methanococcoides methylutens MM1	GO:0016021
A0A0E3X1A4	MCMEM_1937	Methanococcoides methylutens MM1	
A0A0E3SS74	MCMEM_1938	Methanococcoides methylutens MM1	
Q12XC9	Mbur_0955	Methanococcoides burtonii (strain DSM 6242 / NBRC 107633 / OCM 468 / ACE-M)	GO:0000155; GO:0005622; GO:0006355
Q12XD0	Mbur_0954	Methanococcoides burtonii (strain DSM 6242 / NBRC 107633 / OCM 468 / ACE-M)	
Q12XD1	glcD Mbur_0953	Methanococcoides burtonii (strain DSM 6242 / NBRC 107633 / OCM 468 / ACE-M)	GO:0016614; GO:0050660
Q12XD2	hdrD Mbur_0952	Methanococcoides burtonii (strain DSM 6242 / NBRC 107633 / OCM 468 / ACE-M)	GO:0051536; GO:0051912
Q12XD3	Mbur_0951	Methanococcoides burtonii (strain DSM 6242 / NBRC 107633 / OCM 468 / ACE-M)	
Q12XD4	Mbur_0950	Methanococcoides burtonii (strain DSM 6242 / NBRC 107633 / OCM 468 / ACE-M)	GO:0000155; GO:0005622
Q12XD5	Mbur_0949	Methanococcoides burtonii (strain DSM 6242 / NBRC 107633 / OCM 468 / ACE-M)	
Q12XD6	Mbur_0948	Methanococcoides burtonii (strain DSM 6242 / NBRC 107633 / OCM 468 / ACE-M)	GO:0003723
Q12XC7	mtbA Mbur_0957	Methanococcoides burtonii (strain DSM 6242 / NBRC 107633 / OCM 468 / ACE-M)	GO:0004853; GO:0006779; GO:0008168
Q12XC8	mtbC Mbur_0956	Methanococcoides burtonii (strain DSM 6242 / NBRC 107633 / OCM 468 / ACE-M)	GO:0031419; GO:0046872
A0A1D8MQQ7	AQV86_00180	Nanohaloarchaea archaeon SG9	GO:0016021
A0A1D8MQR1	AQV86_00185	Nanohaloarchaea archaeon SG9	GO:0016021
A0A1D8MQQ4	AQV86_00155	Nanohaloarchaea archaeon SG9	GO:0016021
A0A1D8MQQ3	AQV86_00160	Nanohaloarchaea archaeon SG9	
A0A1D8MQS4	AQV86_00170	Nanohaloarchaea archaeon SG9	
A0A1D8MQP8	AQV86_00175	Nanohaloarchaea archaeon SG9	GO:0016021
A0A1D8MQP6	AQV86_00135	Nanohaloarchaea archaeon SG9	GO:0005618
A0A1D8MQP9	AQV86_00140	Nanohaloarchaea archaeon SG9	GO:0005618
A0A1D8MQQ2	AQV86_00145	Nanohaloarchaea archaeon SG9	
A0A1D8MQQ0	AQV86_00150	Nanohaloarchaea archaeon SG9	GO:0016021
A0A0E3WYW9	glmS MCMEM_0486	Methanococcoides methylutens MM1	GO:0004360; GO:0005737; GO:0005975; GO:0097367; GO:1901137
A0A0E3SQT9	glmM MCMEM_0485	Methanococcoides methylutens MM1	GO:0000287; GO:0005975; GO:0008966
A0A0E3WZ91	MCMEM_0482	Methanococcoides methylutens MM1	
A0A0E3X0Q9	MCMEM_0481	Methanococcoides methylutens MM1	
A0A0E3SR06	MCMEM_0484	Methanococcoides methylutens MM1	GO:0003977; GO:0008879; GO:0009058; GO:0019134
A0A0E3SPL2	MCMEM_0483	Methanococcoides methylutens MM1	GO:0003676; GO:0004527
A0A0E3SPL1	gltX MCMEM_0478	Methanococcoides methylutens MM1	GO:0004818; GO:0005524; GO:0005737; GO:0006424
A0A0E3WZ60	MCMEM_0477	Methanococcoides methylutens MM1	
A0A0E3SQT6	serS MCMEM_0480	Methanococcoides methylutens MM1	GO:0004828; GO:0005524; GO:0005737; GO:0006434; GO:0008270; GO:0016260; GO:0097056
A0A0E3SR03	rps3ae MCMEM_0479	Methanococcoides methylutens MM1	GO:0003735; GO:0005840; GO:0006412
D8J9Y4	HacjB3_05575	Halalkalicoccus jeotgali (strain DSM 18796 / CECT 7217 / JCM 14584 / KCTC 4019 / B3)	
D8J9Y2	HacjB3_05565 C497_03930	Halalkalicoccus jeotgali (strain DSM 18796 / CECT 7217 / JCM 14584 / KCTC 4019 / B3)	
D8J9Y3	HacjB3_05570 C497_03935	Halalkalicoccus jeotgali (strain DSM 18796 / CECT 7217 / JCM 14584 / KCTC 4019 / B3)	
D8J9Y0	HacjB3_05555 C497_03920	Halalkalicoccus jeotgali (strain DSM 18796 / CECT 7217 / JCM 14584 / KCTC 4019 / B3)	
D8J9Y1	HacjB3_05560 C497_03925	Halalkalicoccus jeotgali (strain DSM 18796 / CECT 7217 / JCM 14584 / KCTC 4019 / B3)	
D8J9X8	HacjB3_05545 C497_03910	Halalkalicoccus jeotgali (strain DSM 18796 / CECT 7217 / JCM 14584 / KCTC 4019 / B3)	
D8J9X9	HacjB3_05550 C497_03915	Halalkalicoccus jeotgali (strain DSM 18796 / CECT 7217 / JCM 14584 / KCTC 4019 / B3)	
D8J9X6	HacjB3_05535 C497_03900	Halalkalicoccus jeotgali (strain DSM 18796 / CECT 7217 / JCM 14584 / KCTC 4019 / B3)	
D8J9X7	HacjB3_05540 C497_03905	Halalkalicoccus jeotgali (strain DSM 18796 / CECT 7217 / JCM 14584 / KCTC 4019 / B3)	
A9A226	thiC Nmar_0543	Nitrosopumilus maritimus (strain SCM1)	GO:0008270; GO:0009228; GO:0009229; GO:0016829; GO:0051539
A9A225	Nmar_0542	Nitrosopumilus maritimus (strain SCM1)	GO:0004789; GO:0008972; GO:0009228
A9A220	Nmar_0537	Nitrosopumilus maritimus (strain SCM1)	GO:0008152; GO:0046537; GO:0046872
A9A219	Nmar_0536	Nitrosopumilus maritimus (strain SCM1)	
A9A218	Nmar_0535	Nitrosopumilus maritimus (strain SCM1)	GO:0003735; GO:0005840; GO:0006412
A9A217	rps27ae Nmar_0534	Nitrosopumilus maritimus (strain SCM1)	GO:0003735; GO:0005840; GO:0006412; GO:0046872
A9A224	Nmar_0541	Nitrosopumilus maritimus (strain SCM1)	GO:0009058; GO:0016779
A9A223	Nmar_0540	Nitrosopumilus maritimus (strain SCM1)	GO:0008080
A9A222	Nmar_0539	Nitrosopumilus maritimus (strain SCM1)	GO:0016021
A9A221	Nmar_0538	Nitrosopumilus maritimus (strain SCM1)	GO:0006012; GO:0008108; GO:0008270
Q12WG8	Mbur_1289	Methanococcoides burtonii (strain DSM 6242 / NBRC 107633 / OCM 468 / ACE-M)	GO:0008137; GO:0016021; GO:0042773
A0A0E3X068	MCMEM_1321	Methanococcoides methylutens MM1	GO:0015948; GO:0018493
A0A0E3WZV9	MCMEM_1322	Methanococcoides methylutens MM1	GO:0018493
A0A0E3SR90	MCMEM_1323	Methanococcoides methylutens MM1	
A0A0E3SSI7	MCMEM_1324	Methanococcoides methylutens MM1	GO:0010124; GO:0047475
A0A0E3X1L3	MCMEM_1317	Methanococcoides methylutens MM1	GO:0000155; GO:0005622
A0A0E3SR87	MCMEM_1318	Methanococcoides methylutens MM1	GO:0005623; GO:0045454
A0A0E3SSI5	MCMEM_1319	Methanococcoides methylutens MM1	GO:0016730
A0A0E3SSA6	MCMEM_1320	Methanococcoides methylutens MM1	GO:0051536
A0A0E3SSA9	MCMEM_1325	Methanococcoides methylutens MM1	GO:0016021; GO:0016765
A0A0E3X0J8	MCMEM_1326	Methanococcoides methylutens MM1	GO:0016021
Q12WH3	Mbur_1284	Methanococcoides burtonii (strain DSM 6242 / NBRC 107633 / OCM 468 / ACE-M)	
Q12WH4	Mbur_1283	Methanococcoides burtonii (strain DSM 6242 / NBRC 107633 / OCM 468 / ACE-M)	GO:0016021
A9A270	Nmar_0885	Nitrosopumilus maritimus (strain SCM1)	
A0A087S7V2	AAA799B03_00623	Marine Group I thaumarchaeote SCGC AAA799-B03	GO:0016021
A9A272	Nmar_0887	Nitrosopumilus maritimus (strain SCM1)	
A9A271	ilvD Nmar_0886	Nitrosopumilus maritimus (strain SCM1)	GO:0004160; GO:0009097; GO:0009099; GO:0046872; GO:0051539
A9A274	Nmar_0889	Nitrosopumilus maritimus (strain SCM1)	
A9A273	Nmar_0888	Nitrosopumilus maritimus (strain SCM1)	GO:0003677; GO:0004003; GO:0005524; GO:0006139
A9A276	Nmar_0891	Nitrosopumilus maritimus (strain SCM1)	
A9A275	Nmar_0890	Nitrosopumilus maritimus (strain SCM1)	GO:0016021
A9A278	Nmar_0893	Nitrosopumilus maritimus (strain SCM1)	
A9A277	Nmar_0892	Nitrosopumilus maritimus (strain SCM1)	
E7QNL4	SAMN05444342_1882 ZOD2009_03035	Haladaptatus paucihalophilus DX253	GO:0016021
E7QNL7	ZOD2009_03050	Haladaptatus paucihalophilus DX253	GO:0016021
E7QNL6	SAMN05444342_1881 ZOD2009_03045	Haladaptatus paucihalophilus DX253	GO:0004497; GO:0005506; GO:0016705; GO:0020037
E7QNL1	carB SAMN05444342_1886 ZOD2009_03020	Haladaptatus paucihalophilus DX253	GO:0004088; GO:0005524; GO:0006526; GO:0044205; GO:0046872
E7QNL0	SAMN05444342_1887 ZOD2009_03015	Haladaptatus paucihalophilus DX253	
E7QNL3	SAMN05444342_1883 ZOD2009_03030	Haladaptatus paucihalophilus DX253	
E7QNL2	fxsA SAMN05444342_1885 ZOD2009_03025	Haladaptatus paucihalophilus DX253	GO:0016021
E7QPC8	ZOD2009_03060	Haladaptatus paucihalophilus DX253	GO:0003755; GO:0006457
E7QPC7	SAMN05444342_1879 ZOD2009_03055	Haladaptatus paucihalophilus DX253	GO:0016021
A0A031H9U6	BW35_00348	Micrococcus luteus (Micrococcus lysodeikticus)	GO:0003824; GO:0008152
D8J4N6	HacjB3_10600 C497_12067	Halalkalicoccus jeotgali (strain DSM 18796 / CECT 7217 / JCM 14584 / KCTC 4019 / B3)	GO:0016021
D8J4N5	HacjB3_10595 C497_12072	Halalkalicoccus jeotgali (strain DSM 18796 / CECT 7217 / JCM 14584 / KCTC 4019 / B3)	GO:0016021; GO:0016757
D8J4P2	HacjB3_10630 C497_12037	Halalkalicoccus jeotgali (strain DSM 18796 / CECT 7217 / JCM 14584 / KCTC 4019 / B3)	GO:0004576; GO:0006486; GO:0016021
D8J4P1	HacjB3_10625 C497_12042	Halalkalicoccus jeotgali (strain DSM 18796 / CECT 7217 / JCM 14584 / KCTC 4019 / B3)	GO:0016021; GO:0016740
D8J4P4	HacjB3_10640 C497_12027	Halalkalicoccus jeotgali (strain DSM 18796 / CECT 7217 / JCM 14584 / KCTC 4019 / B3)	
L9VGB8	C497_12032	Halalkalicoccus jeotgali (strain DSM 18796 / CECT 7217 / JCM 14584 / KCTC 4019 / B3)	GO:0016021
D8J4N8	HacjB3_10610 C497_12057	Halalkalicoccus jeotgali (strain DSM 18796 / CECT 7217 / JCM 14584 / KCTC 4019 / B3)	GO:0008152; GO:0008484
D8J4N7	HacjB3_10605 C497_12062	Halalkalicoccus jeotgali (strain DSM 18796 / CECT 7217 / JCM 14584 / KCTC 4019 / B3)	GO:0003824; GO:0008152
D8J4P0	HacjB3_10620 C497_12047	Halalkalicoccus jeotgali (strain DSM 18796 / CECT 7217 / JCM 14584 / KCTC 4019 / B3)	GO:0016740
D8J4N9	HacjB3_10615 C497_12052	Halalkalicoccus jeotgali (strain DSM 18796 / CECT 7217 / JCM 14584 / KCTC 4019 / B3)	GO:0008152; GO:0008484
A0A1N7E6J4	tfb SAMN05421858_4060	Haladaptatus litoreus	GO:0003700; GO:0003743; GO:0008270; GO:0017025; GO:0070897
E7QV94	SAMN05444342_3351 ZOD2009_13651	Haladaptatus paucihalophilus DX253	GO:0016021
E7QV93	SAMN05444342_3352 ZOD2009_13646	Haladaptatus paucihalophilus DX253	
E7QV92	SAMN05444342_3353 ZOD2009_13641	Haladaptatus paucihalophilus DX253	GO:0004601; GO:0020037
E7QV99	SAMN05444342_3346 ZOD2009_13676	Haladaptatus paucihalophilus DX253	GO:0008168
E7QV98	SAMN05444342_3347 ZOD2009_13671	Haladaptatus paucihalophilus DX253	GO:0016021
E7QV97	SAMN05444342_3348 ZOD2009_13666	Haladaptatus paucihalophilus DX253	GO:0000155; GO:0005622; GO:0006355
E7QV96	SAMN05444342_3349 ZOD2009_13661	Haladaptatus paucihalophilus DX253	GO:0009116; GO:0016757
E7QVA1	SAMN05444342_3344 ZOD2009_13686	Haladaptatus paucihalophilus DX253	
E7QVA0	ZOD2009_13681	Haladaptatus paucihalophilus DX253	GO:0016787
A0A031GM74	BW35_01041	Micrococcus luteus (Micrococcus lysodeikticus)	
A0A031GKP1	BW35_01042	Micrococcus luteus (Micrococcus lysodeikticus)	GO:0005737; GO:0052916
A0A031GKJ0	rpsA BW35_01043 BW36_01046 BW40_01129 OC70_01095 SAMN04487849_10730	Micrococcus luteus (Micrococcus lysodeikticus)	GO:0003723; GO:0003735; GO:0005840; GO:0006412
A0A031GJK0	BW35_01044	Micrococcus luteus (Micrococcus lysodeikticus)	GO:0016740
A0A031GJ07	polA_1 BW35_01045	Micrococcus luteus (Micrococcus lysodeikticus)	GO:0003677; GO:0003887; GO:0004518; GO:0006261
A0A031GM78	BW35_01046	Micrococcus luteus (Micrococcus lysodeikticus)	
C5CBL9	Mlut_11100	Micrococcus luteus (strain ATCC 4698 / DSM 20030 / JCM 1464 / NBRC 3333 / NCIMB 9278 / NCTC 2665 / VKM Ac-2230) (Micrococcus lysodeikticus)	GO:0005451; GO:0016021
C5CBL8	Mlut_11090	Micrococcus luteus (strain ATCC 4698 / DSM 20030 / JCM 1464 / NBRC 3333 / NCIMB 9278 / NCTC 2665 / VKM Ac-2230) (Micrococcus lysodeikticus)	GO:0015075; GO:0016021
A0A031GJK6	BW35_01049 BW40_01135 GY12_16940 OC70_01065	Micrococcus luteus (Micrococcus lysodeikticus)	GO:0008324; GO:0016021
A0A031IAK3	BW35_01050 BW40_01136 GY12_16935 OC70_01060	Micrococcus luteus (Micrococcus lysodeikticus)	GO:0008137; GO:0016021; GO:0016829; GO:0042773
E7QNW6	SAMN05444342_3846 ZOD2009_00710	Haladaptatus paucihalophilus DX253	GO:0003824; GO:0008152
E7QNW5	prf1 SAMN05444342_3845 ZOD2009_00705	Haladaptatus paucihalophilus DX253	GO:0005737; GO:0016149
E7QNV8	SAMN05444342_3838 ZOD2009_00670	Haladaptatus paucihalophilus DX253	
E7QNV7	SAMN05444342_3837 ZOD2009_00665	Haladaptatus paucihalophilus DX253	
E7QNW0	SAMN05444342_3840 ZOD2009_00680	Haladaptatus paucihalophilus DX253	GO:0003824
E7QNV9	prs SAMN05444342_3839 ZOD2009_00675	Haladaptatus paucihalophilus DX253	GO:0000287; GO:0004749; GO:0005524; GO:0005737; GO:0006015; GO:0009116; GO:0009156; GO:0009165; GO:0016301
E7QNW2	ileS SAMN05444342_3842 ZOD2009_00690	Haladaptatus paucihalophilus DX253	GO:0000049; GO:0002161; GO:0004822; GO:0005524; GO:0005737; GO:0006428; GO:0008270
E7QNW1	SAMN05444342_3841 ZOD2009_00685	Haladaptatus paucihalophilus DX253	
E7QNW4	SAMN05444342_3844 ZOD2009_00700	Haladaptatus paucihalophilus DX253	
E7QNW3	SAMN05444342_3843 ZOD2009_00695	Haladaptatus paucihalophilus DX253	GO:0016021
A0A0W1RC14	AUR64_07065	Haloprofundus marisrubri	GO:0016021; GO:0055085
D8J919	HacjB3_14535 C497_09773	Halalkalicoccus jeotgali (strain DSM 18796 / CECT 7217 / JCM 14584 / KCTC 4019 / B3)	GO:0004177
D8J918	HacjB3_14530 C497_09768	Halalkalicoccus jeotgali (strain DSM 18796 / CECT 7217 / JCM 14584 / KCTC 4019 / B3)	
D8J917	pcm HacjB3_14525 C497_09763	Halalkalicoccus jeotgali (strain DSM 18796 / CECT 7217 / JCM 14584 / KCTC 4019 / B3)	GO:0004719; GO:0005737; GO:0030091
D8J924	HacjB3_14560 C497_09798	Halalkalicoccus jeotgali (strain DSM 18796 / CECT 7217 / JCM 14584 / KCTC 4019 / B3)	
D8J923	gap HacjB3_14555 C497_09793	Halalkalicoccus jeotgali (strain DSM 18796 / CECT 7217 / JCM 14584 / KCTC 4019 / B3)	GO:0004365; GO:0005737; GO:0006096; GO:0008839; GO:0009089; GO:0050661; GO:0051287
D8J922	HacjB3_14550 C497_09788	Halalkalicoccus jeotgali (strain DSM 18796 / CECT 7217 / JCM 14584 / KCTC 4019 / B3)	GO:0006006; GO:0016620; GO:0050661; GO:0051287
D8J921	pgk HacjB3_14545 C497_09783	Halalkalicoccus jeotgali (strain DSM 18796 / CECT 7217 / JCM 14584 / KCTC 4019 / B3)	GO:0004618; GO:0005524; GO:0005737; GO:0006096
D8J926	HacjB3_14570 C497_09808	Halalkalicoccus jeotgali (strain DSM 18796 / CECT 7217 / JCM 14584 / KCTC 4019 / B3)	GO:0005623; GO:0006879; GO:0008199
D8J925	HacjB3_14565 C497_09803	Halalkalicoccus jeotgali (strain DSM 18796 / CECT 7217 / JCM 14584 / KCTC 4019 / B3)	
A0RUW9	CENSYa_0503	Cenarchaeum symbiosum (strain A)	GO:0016021
D8J8R6	pyrH HacjB3_04300 C497_02662	Halalkalicoccus jeotgali (strain DSM 18796 / CECT 7217 / JCM 14584 / KCTC 4019 / B3)	GO:0005524; GO:0005737; GO:0033862; GO:0044210
A0A0E3S3J1	MSLAZ_2268	Methanosarcina lacustris Z-7289	GO:0000287; GO:0005524; GO:0006188; GO:0016879
A0A0E3S8R9	MSLAZ_2267	Methanosarcina lacustris Z-7289	GO:0001522; GO:0003743; GO:0003924; GO:0005525; GO:0030515; GO:0042254
A0A0E3S7V1	MSLAZ_2266	Methanosarcina lacustris Z-7289	
A0A0E3S598	MSLAZ_2265	Methanosarcina lacustris Z-7289	GO:0003677; GO:0003899; GO:0006351
A0A0E3WTY7	spt4 MSLAZ_2264	Methanosarcina lacustris Z-7289	GO:0003899; GO:0006355; GO:0008270
A0A0E3S3I9	MSLAZ_2263	Methanosarcina lacustris Z-7289	
A0A0E3S8R7	rps24e MSLAZ_2262	Methanosarcina lacustris Z-7289	GO:0003735; GO:0005840; GO:0006412
A0A0E3S7U7	rps27ae MSLAZ_2261	Methanosarcina lacustris Z-7289	GO:0003735; GO:0005840; GO:0006412; GO:0008270
A0A0E3S596	MSLAZ_2260	Methanosarcina lacustris Z-7289	GO:0016021
A0A0E3WS16	MSLAZ_2259	Methanosarcina lacustris Z-7289	GO:0000408; GO:0002949; GO:0004222; GO:0004674; GO:0004712; GO:0005506; GO:0005524; GO:0005737; GO:0008270; GO:0061711
A0RXW4	CENSYa_1561	Cenarchaeum symbiosum (strain A)	
A0RXW3	CENSYa_1560	Cenarchaeum symbiosum (strain A)	
A0RXW6	CENSYa_1563	Cenarchaeum symbiosum (strain A)	
A0RXW5	CENSYa_1562	Cenarchaeum symbiosum (strain A)	GO:0016021
A0RXW8	CENSYa_1565	Cenarchaeum symbiosum (strain A)	
A0RXW7	CENSYa_1564	Cenarchaeum symbiosum (strain A)	
S2E7I8	rpoB BG20_I1471	Candidatus Nitrosoarchaeum limnia BG20	GO:0003677; GO:0003899; GO:0006351; GO:0008270; GO:0032549
S2EWZ2	rpoA rpoA2 BG20_I1472	Candidatus Nitrosoarchaeum limnia BG20	GO:0003677; GO:0003899; GO:0006351; GO:0008270
A0RXX2	CENSYa_1569	Cenarchaeum symbiosum (strain A)	
A0RXX1	rpoH CENSYa_1568	Cenarchaeum symbiosum (strain A)	GO:0003677; GO:0003899; GO:0006351
A0RXC1	CENSYa_1365	Cenarchaeum symbiosum (strain A)	
A0RXC2	CENSYa_1366	Cenarchaeum symbiosum (strain A)	
A0RXB7	CENSYa_1361	Cenarchaeum symbiosum (strain A)	
A0RXB8	CENSYa_1362	Cenarchaeum symbiosum (strain A)	GO:0016021
A0RXB9	CENSYa_1363	Cenarchaeum symbiosum (strain A)	GO:0016021
A0RXC0	CENSYa_1364	Cenarchaeum symbiosum (strain A)	GO:0016021
A0RXB3	hemL1 CENSYa_1357	Cenarchaeum symbiosum (strain A)	GO:0005737; GO:0006782; GO:0008483; GO:0030170; GO:0042286
A0RXB4	CENSYa_1358	Cenarchaeum symbiosum (strain A)	GO:0006865
A0RXB5	CENSYa_1359	Cenarchaeum symbiosum (strain A)	GO:0005215; GO:0016020
A0RXB6	CENSYa_1360	Cenarchaeum symbiosum (strain A)	GO:0016491
L9VQV3	C497_05072	Halalkalicoccus jeotgali (strain DSM 18796 / CECT 7217 / JCM 14584 / KCTC 4019 / B3)	GO:0005524; GO:0016887
L9VTF5	C497_05067	Halalkalicoccus jeotgali (strain DSM 18796 / CECT 7217 / JCM 14584 / KCTC 4019 / B3)	GO:0005524; GO:0016887
D8JAJ7	HacjB3_06650 C497_05052	Halalkalicoccus jeotgali (strain DSM 18796 / CECT 7217 / JCM 14584 / KCTC 4019 / B3)	GO:0006950
D8JAJ6	HacjB3_06645 C497_05047	Halalkalicoccus jeotgali (strain DSM 18796 / CECT 7217 / JCM 14584 / KCTC 4019 / B3)	
D8JAJ9	HacjB3_06660 C497_05062	Halalkalicoccus jeotgali (strain DSM 18796 / CECT 7217 / JCM 14584 / KCTC 4019 / B3)	GO:0016021
D8JAJ8	HacjB3_06655 C497_05057	Halalkalicoccus jeotgali (strain DSM 18796 / CECT 7217 / JCM 14584 / KCTC 4019 / B3)	
